trial,num_pubs,num_subs,brake_limit,encrypted,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received,latency_ms
0,10,50,4,1,21,80.0252,59.985,1,66.0299,1,66.0299,1,1,2,352.951
0,10,50,4,1,22,-50.6727,-109.199,2,12.1101,2,12.1101,1,1,2,352.953
0,10,50,4,1,23,51.5826,-23.7544,1,17.5334,1,17.5334,1,1,2,352.954
0,10,50,4,1,24,-74.6437,97.2496,7,3.98853,7,3.98853,1,1,2,352.956
0,10,50,4,1,25,81.2163,179.597,3,63.7995,3,63.7995,1,1,3,353.008
0,10,50,4,1,26,-68.6344,-95.8432,2,16.0226,2,16.0226,1,1,2,352.958
0,10,50,4,1,27,-48.5447,37.0752,8,28.1695,8,28.1695,1,1,4,353.03
0,10,50,4,1,28,22.1547,-99.9337,6,63.1167,6,63.1167,1,1,3,353.01
0,10,50,4,1,29,-59.5895,22.806,8,15.8025,8,15.8025,1,1,3,353.012
0,10,50,4,1,30,50.2483,-7.85559,1,21.7697,1,21.7697,1,1,2,352.964
0,10,50,4,1,31,-2.63178,19.7129,1,58.8516,1,58.8516,1,1,2,352.965
0,10,50,4,1,32,-46.4749,153.382,7,39.3912,7,39.3912,1,1,4,353.031
0,10,50,4,1,33,72.7561,21.8393,1,48.4955,1,48.4955,1,1,2,352.968
0,10,50,4,1,34,-72.8476,137.706,7,13.8426,7,13.8426,1,1,2,352.969
0,10,50,4,1,35,31.6172,125.365,3,8.56684,3,8.56684,1,1,3,353.014
0,10,50,4,1,36,-65.592,43.2849,8,12.8027,8,12.8027,1,1,3,353.015
0,10,50,4,1,37,2.67494,-52.5295,1,39.3245,1,39.3245,1,1,2,352.973
0,10,50,4,1,38,57.0429,-71.4849,1,37.9961,1,37.9961,1,1,2,352.974
0,10,50,4,1,39,51.8581,144.798,3,29.3807,3,29.3807,1,1,3,353.016
0,10,50,4,1,40,-77.1177,86.1488,7,6.67941,7,6.67941,1,1,2,352.977
0,10,50,4,1,41,72.1976,-111.504,1,62.7406,1,62.7406,1,1,2,352.978
0,10,50,4,1,42,85.1528,-132.694,1,73.3081,1,73.3081,1,1,2,352.979
0,10,50,4,1,43,52.7855,34.615,1,48.9328,1,48.9328,1,1,2,352.981
0,10,50,4,1,44,-26.3139,166.392,3,62.0433,3,62.0433,1,1,2,352.982
0,10,50,4,1,45,-61.2895,-132.131,2,24.4182,2,24.4182,1,1,2,352.983
0,10,50,4,1,46,-10.7317,52.1574,9,41.8912,9,41.8912,1,1,5,353.047
0,10,50,4,1,47,33.7908,65.5869,9,30.0376,9,30.0376,1,1,4,353.033
0,10,50,4,1,48,12.7698,33.0939,9,53.2644,9,53.2644,1,1,3,353.02
0,10,50,4,1,49,-46.2869,59.8444,7,30.2504,7,30.2504,1,1,3,353.021
1,10,50,4,1,0,-27.3509,-100.707,6,33.5222,6,33.5222,1,1,5,371.883
1,10,50,4,1,1,49.8858,103.835,0,69.5441,0,69.5441,1,1,1,371.621
1,10,50,4,1,2,65.7252,-12.6467,3,20.641,3,20.641,1,1,3,371.8
1,10,50,4,1,3,-5.28918,-23.0099,7,24.2171,7,24.2171,1,1,4,371.853
1,10,50,4,1,4,-79.7764,76.8478,9,4.63507,9,4.63507,1,1,4,371.854
1,10,50,4,1,5,-71.5827,11.2472,9,12.7308,9,12.7308,1,1,5,371.885
1,10,50,4,1,6,23.7542,42.0438,1,21.2812,1,21.2812,1,1,2,371.734
1,10,50,4,1,7,-64.5685,-118.546,5,53.2323,5,53.2323,1,1,4,371.857
1,10,50,4,1,8,26.3015,-142.05,2,32.5935,2,32.5935,1,1,3,371.807
1,10,50,4,1,9,4.74258,171.677,0,22.9997,0,22.9997,1,1,1,371.637
1,10,50,4,1,10,64.3761,102.315,3,46.7415,3,46.7415,1,1,2,371.74
1,10,50,4,1,11,-21.7418,-54.2965,8,19.6771,8,19.6771,1,1,4,371.858
1,10,50,4,1,12,79.7699,169.851,3,32.4079,3,32.4079,1,1,2,371.744
1,10,50,4,1,13,56.4802,-95.9294,3,30.9551,3,30.9551,1,1,4,371.859
1,10,50,4,1,14,-25.6214,134.832,0,25.9885,0,25.9885,1,1,1,371.645
1,10,50,4,1,15,67.9867,74.0555,3,34.6748,3,34.6748,1,1,3,371.811
1,10,50,4,1,16,-72.9373,55.7451,9,6.19679,9,6.19679,1,1,4,371.86
1,10,50,4,1,17,-1.05487,165.576,0,15.313,0,15.313,1,1,1,371.651
1,10,50,4,1,18,-68.4508,167.312,9,33.9804,9,33.9804,1,1,3,371.814
1,10,50,4,1,19,-18.7171,-116.454,6,18.2841,6,18.2841,1,1,4,371.861
1,10,50,4,1,20,32.0798,-0.599747,7,18.9707,7,18.9707,1,1,3,371.816
1,10,50,4,1,21,37.3964,-68.3319,3,46.8463,3,46.8463,1,1,4,371.863
1,10,50,4,1,22,-69.278,125.656,9,22.3714,9,22.3714,1,1,3,371.819
1,10,50,4,1,23,-3.43906,94.0471,4,27.2014,4,27.2014,1,1,3,371.82
1,10,50,4,1,24,81.8027,-177.393,3,16.0901,3,16.0901,1,1,4,371.864
1,10,50,4,1,25,42.8622,112.358,0,59.6842,0,59.6842,1,1,1,371.669
1,10,50,4,1,26,52.461,-137.759,3,44.7074,3,44.7074,1,1,4,371.865
1,10,50,4,1,27,-60.9695,84.4618,9,21.2419,9,21.2419,1,1,4,371.866
1,10,50,4,1,28,-73.954,171.021,9,28.2554,9,28.2554,1,1,3,371.825
1,10,50,4,1,29,84.2662,-19.1507,3,3.5589,3,3.5589,1,1,3,371.826
1,10,50,4,1,30,62.9269,124.506,3,54.9198,3,54.9198,1,1,2,371.767
1,10,50,4,1,31,-62.5476,159.979,9,39.1834,9,39.1834,1,1,3,371.827
1,10,50,4,1,32,0.125473,52.7951,1,13.4066,1,13.4066,1,1,2,371.769
1,10,50,4,1,33,72.7774,43.3494,3,22.3242,3,22.3242,1,1,3,371.829
1,10,50,4,1,34,20.0535,-71.8794,6,54.6702,6,54.6702,1,1,5,371.886
1,10,50,4,1,35,53.4475,-75.7333,3,31.3312,3,31.3312,1,1,4,371.869
1,10,50,4,1,36,53.7604,1.68779,3,35.6166,3,35.6166,1,1,3,371.833
1,10,50,4,1,37,17.9674,148.965,0,22.6301,0,22.6301,1,1,1,371.689
1,10,50,4,1,38,-26.3282,-150.943,6,36.9151,6,36.9151,1,1,4,371.87
1,10,50,4,1,39,31.506,-69.0508,3,52.8394,3,52.8394,1,1,4,371.871
1,10,50,4,1,40,-74.1682,-31.2636,9,19.8637,9,19.8637,1,1,5,371.888
1,10,50,4,1,41,-68.3466,136.586,9,26.0653,9,26.0653,1,1,3,371.837
1,10,50,4,1,42,5.48862,-78.6323,6,44.6703,6,44.6703,1,1,6,371.906
1,10,50,4,1,43,20.5237,43.0693,1,18.2357,1,18.2357,1,1,2,371.782
1,10,50,4,1,44,-43.8054,29.5798,9,36.8389,9,36.8389,1,1,4,371.876
1,10,50,4,1,45,-78.0407,-141.757,9,38.4497,9,38.4497,1,1,5,371.89
1,10,50,4,1,46,-12.9572,-101.177,6,24.2857,6,24.2857,1,1,5,371.891
1,10,50,4,1,47,-80.889,154.337,9,17.922,9,17.922,1,1,3,371.843
1,10,50,4,1,48,65.8092,163.777,3,59.7101,3,59.7101,1,1,2,371.788
1,10,50,4,1,49,8.84301,-8.27457,7,8.95633,7,8.95633,1,1,3,371.845
2,10,50,4,1,0,19.9299,-81.9033,2,50.0796,2,50.0796,1,1,2,352.837
2,10,50,4,1,1,-40.0659,-166.054,9,35.2511,9,35.2511,1,1,2,352.84
2,10,50,4,1,2,-1.53992,-61.9098,0,42.9304,0,42.9304,1,1,1,352.736
2,10,50,4,1,3,84.1411,-51.4614,3,5.58294,3,5.58294,1,1,4,352.972
2,10,50,4,1,4,-39.0664,5.96826,7,32.5674,7,32.5674,1,1,3,352.925
2,10,50,4,1,5,60.132,13.7646,2,29.533,2,29.533,1,1,3,352.927
2,10,50,4,1,6,65.2746,36.2562,2,36.7591,2,36.7591,1,1,3,352.928
2,10,50,4,1,7,16.5914,76.8181,4,36.4013,4,36.4013,1,1,3,352.93
2,10,50,4,1,8,84.0915,21.5661,3,13.0608,3,13.0608,1,1,4,352.974
2,10,50,4,1,9,75.2153,-30.8336,2,13.5467,2,13.5467,1,1,3,352.933
2,10,50,4,1,10,-53.5194,-25.0077,0,22.1618,0,22.1618,1,1,1,352.747
2,10,50,4,1,11,80.9067,-86.9071,3,4.14392,3,4.14392,1,1,4,352.975
2,10,50,4,1,12,-78.5697,-48.954,6,18.108,6,18.108,1,1,2,352.856
2,10,50,4,1,13,62.1009,172.097,3,83.7083,3,83.7083,1,1,4,352.977
2,10,50,4,1,14,-19.337,-161.62,9,48.4499,9,48.4499,1,1,3,352.938
2,10,50,4,1,15,-63.1391,-178.814,9,33.6002,9,33.6002,1,1,3,352.939
2,10,50,4,1,16,-31.7617,-26.41,0,25.9792,0,25.9792,1,1,1,352.763
2,10,50,4,1,17,-82.4342,113.397,6,10.3493,6,10.3493,1,1,3,352.941
2,10,50,4,1,18,45.8401,-176.586,1,11.1424,1,11.1424,1,1,2,352.864
2,10,50,4,1,19,-59.0323,-166.453,9,27.5921,9,27.5921,1,1,2,352.866
2,10,50,4,1,20,4.691,-177.8,1,45.9721,1,45.9721,1,1,2,352.867
2,10,50,4,1,21,13.656,-40.0687,2,49.8745,2,49.8745,1,1,2,352.869
2,10,50,4,1,22,19.2278,-119.505,1,44.6973,1,44.6973,1,1,2,352.871
2,10,50,4,1,23,-71.6253,26.6386,6,9.8099,6,9.8099,1,1,2,352.872
2,10,50,4,1,24,41.0304,-172.82,1,11.166,1,11.166,1,1,2,352.874
2,10,50,4,1,25,87.9025,155.022,3,18.399,3,18.399,1,1,4,352.978
2,10,50,4,1,26,-8.91389,157.618,4,104.855,4,104.855,1,1,2,352.877
2,10,50,4,1,27,-55.9425,5.03284,6,28.8871,6,28.8871,1,1,2,352.878
2,10,50,4,1,28,-35.6678,-167.683,9,39.2827,9,39.2827,1,1,3,352.944
2,10,50,4,1,29,-1.43524,69.9904,4,20.1943,4,20.1943,1,1,3,352.946
2,10,50,4,1,30,-74.6516,50.8514,6,5.32314,6,5.32314,1,1,2,352.883
2,10,50,4,1,31,35.5882,-32.8266,2,29.2814,2,29.2814,1,1,2,352.885
2,10,50,4,1,32,-77.7793,86.3078,6,7.73515,6,7.73515,1,1,3,352.948
2,10,50,4,1,33,-49.7149,116.122,6,41.9071,6,41.9071,1,1,3,352.949
2,10,50,4,1,34,44.8608,-37.4944,2,19.3027,2,19.3027,1,1,3,352.951
2,10,50,4,1,35,64.8345,-80.8964,2,14.4968,2,14.4968,1,1,3,352.953
2,10,50,4,1,36,-17.6474,-23.019,0,38.3522,0,38.3522,1,1,1,352.797
2,10,50,4,1,37,29.5174,-176.839,1,22.4095,1,22.4095,1,1,2,352.893
2,10,50,4,1,38,18.7379,95.7842,4,52.4927,4,52.4927,1,1,3,352.954
2,10,50,4,1,39,14.8997,-60.4633,2,49.186,2,49.186,1,1,2,352.897
2,10,50,4,1,40,51.4821,25.6043,2,41.4655,2,41.4655,1,1,3,352.956
2,10,50,4,1,41,-42.7206,-94.8636,9,18.7912,9,18.7912,1,1,2,352.902
2,10,50,4,1,42,1.61134,-17.3261,5,29.9633,5,29.9633,1,1,2,352.904
2,10,50,4,1,43,45.0846,111.887,4,79.3608,4,79.3608,1,1,4,352.98
2,10,50,4,1,44,-2.50463,-92.7013,0,53.8425,0,53.8425,1,1,1,352.81
2,10,50,4,1,45,0.938698,25.6875,5,13.1042,5,13.1042,1,1,3,352.959
2,10,50,4,1,46,69.075,-106.946,3,15.1171,3,15.1171,1,1,4,352.981
2,10,50,4,1,47,86.4304,162.592,3,22.1019,3,22.1019,1,1,4,352.982
2,10,50,4,1,48,79.6808,-106.569,3,4.51089,3,4.51089,1,1,4,352.984
2,10,50,4,1,49,49.3566,69.0831,4,61.1687,4,61.1687,1,1,4,352.986
3,10,50,4,1,0,-15.7129,176.193,3,100.651,3,100.651,1,1,3,364.296
3,10,50,4,1,1,50.1434,-73.2756,8,33.7733,8,33.7733,1,1,3,364.297
3,10,50,4,1,2,-55.3765,93.1477,2,28.6519,2,28.6519,1,1,2,364.228
3,10,50,4,1,3,-45.342,-131.391,6,32.827,6,32.827,1,1,6,364.369
3,10,50,4,1,4,83.2894,-171.971,1,1.14255,1,1.14255,1,1,2,364.231
3,10,50,4,1,5,58.8459,22.5153,0,45.6272,0,45.6272,1,1,1,364.115
3,10,50,4,1,6,28.2057,105.879,0,53.8731,0,53.8731,1,1,1,364.117
3,10,50,4,1,7,11.5785,81.7747,7,32.4244,7,32.4244,1,1,2,364.234
3,10,50,4,1,8,-13.4499,26.9595,4,8.13962,4,8.13962,1,1,2,364.236
3,10,50,4,1,9,-17.6931,116.106,7,51.6816,7,51.6816,1,1,3,364.301
3,10,50,4,1,10,-59.7193,-33.0103,6,24.9927,6,24.9927,1,1,3,364.302
3,10,50,4,1,11,-88.962,-60.2324,5,1.05564,5,1.05564,1,1,4,364.339
3,10,50,4,1,12,31.9622,-26.8177,0,69.595,0,69.595,1,1,1,364.131
3,10,50,4,1,13,-88.9017,-36.4669,5,1.54996,5,1.54996,1,1,4,364.341
3,10,50,4,1,14,17.2289,-3.48749,0,49.4477,0,49.4477,1,1,1,364.135
3,10,50,4,1,15,19.0663,-176.968,8,54.8003,8,54.8003,1,1,3,364.306
3,10,50,4,1,16,-3.64707,-41.5806,9,63.7228,9,63.7228,1,1,4,364.342
3,10,50,4,1,17,-35.1217,61.9529,7,20.6794,7,20.6794,1,1,4,364.343
3,10,50,4,1,18,-64.2164,19.0725,2,16.0511,2,16.0511,1,1,2,364.249
3,10,50,4,1,19,55.2808,-141.854,8,21.9842,8,21.9842,1,1,3,364.309
3,10,50,4,1,20,13.5508,48.2533,0,4.41926,0,4.41926,1,1,1,364.148
3,10,50,4,1,21,30.3306,-96.4871,8,20.5188,8,20.5188,1,1,3,364.311
3,10,50,4,1,22,-12.9341,-96.1818,9,13.6101,9,13.6101,1,1,5,364.357
3,10,50,4,1,23,82.6438,127.232,1,35.4352,1,35.4352,1,1,2,364.255
3,10,50,4,1,24,55.3889,-50.0986,8,48.8312,8,48.8312,1,1,3,364.313
3,10,50,4,1,25,31.669,171.339,0,112.439,0,112.439,1,1,1,364.157
3,10,50,4,1,26,48.4455,65.4139,0,33.6442,0,33.6442,1,1,1,364.159
3,10,50,4,1,27,-34.4466,-19.1845,4,49.8712,4,49.8712,1,1,3,364.314
3,10,50,4,1,28,-70.7019,-66.6966,6,12.3327,6,12.3327,1,1,5,364.359
3,10,50,4,1,29,62.1743,73.0541,0,48.0689,0,48.0689,1,1,1,364.165
3,10,50,4,1,30,54.9079,-17.5189,1,63.7488,1,63.7488,1,1,2,364.263
3,10,50,4,1,31,38.0431,-77.4783,8,32.1371,8,32.1371,1,1,3,364.317
3,10,50,4,1,32,60.4503,-174.157,1,23.6961,1,23.6961,1,1,2,364.266
3,10,50,4,1,33,82.2373,172.468,1,41.91,1,41.91,1,1,2,364.268
3,10,50,4,1,34,12.4576,95.0362,7,42.2701,7,42.2701,1,1,2,364.27
3,10,50,4,1,35,-74.6933,-127.983,5,14.26,5,14.26,1,1,5,364.36
3,10,50,4,1,36,-18.3553,91.2746,7,27.9466,7,27.9466,1,1,3,364.32
3,10,50,4,1,37,-22.2351,117.421,7,52.7767,7,52.7767,1,1,3,364.322
3,10,50,4,1,38,87.5464,-59.1827,1,9.41584,1,9.41584,1,1,2,364.277
3,10,50,4,1,39,32.3267,105.871,0,53.9838,0,53.9838,1,1,1,364.184
3,10,50,4,1,40,35.3593,-52.0087,8,53.0576,8,53.0576,1,1,3,364.323
3,10,50,4,1,41,48.6048,-12.3903,0,59.3248,0,59.3248,1,1,1,364.187
3,10,50,4,1,42,-83.2974,-151.684,5,6.09286,5,6.09286,1,1,5,364.361
3,10,50,4,1,43,74.2126,-127.999,1,13.822,1,13.822,1,1,2,364.28
3,10,50,4,1,44,-19.1901,92.7738,7,29.4317,7,29.4317,1,1,3,364.328
3,10,50,4,1,45,62.5277,-108.564,8,23.5996,8,23.5996,1,1,3,364.329
3,10,50,4,1,46,-52.3726,21.1416,2,27.2981,2,27.2981,1,1,2,364.284
3,10,50,4,1,47,-3.0213,-163.845,9,58.3678,9,58.3678,1,1,4,364.348
3,10,50,4,1,48,13.4922,-21.5679,4,63.7277,4,63.7277,1,1,2,364.287
3,10,50,4,1,49,-85.6885,-128.1,5,3.1957,5,3.1957,1,1,5,364.363
4,10,50,4,1,0,59.8954,-2.71443,2,29.1273,2,29.1273,1,1,3,349.631
4,10,50,4,1,1,-74.972,-164.954,4,15.2232,4,15.2232,1,1,2,349.558
4,10,50,4,1,2,-80.7864,24.0134,4,16.2341,4,16.2341,1,1,3,349.632
4,10,50,4,1,3,-74.3994,45.4116,7,22.0279,7,22.0279,1,1,4,349.689
4,10,50,4,1,4,-88.7773,-140.176,4,1.09109,4,1.09109,1,1,2,349.562
4,10,50,4,1,5,48.6556,-104.086,8,67.26,8,67.26,1,1,4,349.69
4,10,50,4,1,6,-50.4696,-158.772,0,11.4663,0,11.4663,1,1,1,349.462
4,10,50,4,1,7,56.3357,-150.428,8,57.8799,8,57.8799,1,1,3,349.636
4,10,50,4,1,8,40.3368,-93.1495,8,70.2468,8,70.2468,1,1,4,349.691
4,10,50,4,1,9,77.5879,80.9371,2,14.1056,2,14.1056,1,1,3,349.639
4,10,50,4,1,10,-27.1586,26.6503,1,13.8185,1,13.8185,1,1,2,349.572
4,10,50,4,1,11,-14.0404,112.507,3,12.7869,3,12.7869,1,1,3,349.64
4,10,50,4,1,12,87.6672,30.511,2,23.4129,2,23.4129,1,1,3,349.642
4,10,50,4,1,13,-33.6323,-7.66504,7,27.5986,7,27.5986,1,1,4,349.692
4,10,50,4,1,14,28.764,164.966,9,23.5309,9,23.5309,1,1,5,349.716
4,10,50,4,1,15,-24.5223,-2.68109,6,32.9032,6,32.9032,1,1,3,349.646
4,10,50,4,1,16,-8.87444,-18.9887,6,12.4273,6,12.4273,1,1,3,349.647
4,10,50,4,1,17,6.18233,0.678299,6,34.4485,6,34.4485,1,1,3,349.65
4,10,50,4,1,18,-87.4876,43.5658,4,4.88195,4,4.88195,1,1,3,349.651
4,10,50,4,1,19,-66.9551,-172.53,0,20.9281,0,20.9281,1,1,1,349.49
4,10,50,4,1,20,41.695,143.401,9,16.0772,9,16.0772,1,1,4,349.694
4,10,50,4,1,21,-48.3081,162.451,3,47.5255,3,47.5255,1,1,3,349.654
4,10,50,4,1,22,82.3143,-163.945,2,64.6709,2,64.6709,1,1,2,349.587
4,10,50,4,1,23,-83.9887,65.3022,4,12.5285,4,12.5285,1,1,3,349.655
4,10,50,4,1,24,-38.5471,167.199,3,45.4016,3,45.4016,1,1,3,349.657
4,10,50,4,1,25,-16.8803,48.5886,1,23.6223,1,23.6223,1,1,2,349.59
4,10,50,4,1,26,6.9244,118.159,3,21.1827,3,21.1827,1,1,4,349.696
4,10,50,4,1,27,-9.45243,9.18321,1,38.1366,1,38.1366,1,1,2,349.593
4,10,50,4,1,28,-15.6652,93.8305,3,30.9136,3,30.9136,1,1,3,349.659
4,10,50,4,1,29,-89.2409,-153.802,4,0.635022,4,0.635022,1,1,2,349.596
4,10,50,4,1,30,39.398,-47.5265,6,48.5444,6,48.5444,1,1,4,349.697
4,10,50,4,1,31,11.7582,-118.953,8,36.3946,8,36.3946,1,1,2,349.599
4,10,50,4,1,32,56.7424,-144.119,8,58.7693,8,58.7693,1,1,3,349.662
4,10,50,4,1,33,30.8627,118.51,9,18.3021,9,18.3021,1,1,6,349.737
4,10,50,4,1,34,39.7235,107.815,9,29.221,9,29.221,1,1,5,349.719
4,10,50,4,1,35,62.9899,-17.163,2,33.5124,2,33.5124,1,1,3,349.665
4,10,50,4,1,36,35.6082,-150.636,8,37.1756,8,37.1756,1,1,2,349.606
4,10,50,4,1,37,-17.3561,55.8449,1,26.7115,1,26.7115,1,1,2,349.607
4,10,50,4,1,38,-67.2906,-22.6895,7,12.0141,7,12.0141,1,1,4,349.7
4,10,50,4,1,39,-29.4264,-31.6754,6,22.8408,6,22.8408,1,1,3,349.668
4,10,50,4,1,40,-17.7455,87.3864,3,37.1738,3,37.1738,1,1,3,349.669
4,10,50,4,1,41,-81.5434,158.358,4,23.9228,4,23.9228,1,1,4,349.701
4,10,50,4,1,42,12.7725,-1.99165,6,35.1033,6,35.1033,1,1,3,349.672
4,10,50,4,1,43,-6.2295,174.214,9,47.7005,9,47.7005,1,1,5,349.72
4,10,50,4,1,44,-44.0806,-10.9408,7,17.9667,7,17.9667,1,1,3,349.674
4,10,50,4,1,45,-79.794,170.635,4,29.8425,4,29.8425,1,1,4,349.703
4,10,50,4,1,46,60.7663,43.9285,2,8.35142,2,8.35142,1,1,3,349.677
4,10,50,4,1,47,-64.1589,55.0175,7,25.5909,7,25.5909,1,1,3,349.679
4,10,50,4,1,48,39.9048,113.408,9,25.2423,9,25.2423,1,1,5,349.722
4,10,50,4,1,49,-3.23651,-20.7434,6,11.054,6,11.054,1,1,3,349.681
